huc12_id,ifi_measure_Flood,ifi_fp_AreaKM2,konrad_fp_area,k_totalCells,k_sum,k_percentArea,floodPlainAreaRatio,cell_In_IFI_FP
171001030404,0.7081254,6.118226,0,0,NA,NA,Inf,FALSE
171001040404,0.8559033,1.109088,0,0,NA,NA,Inf,FALSE
171001060107,0.7089245,2.113661,0,0,NA,NA,Inf,FALSE
170200090108,0.840727,0.7142839,0,0,NA,NA,Inf,FALSE
170200090109,0.981284,0.6362171,0,0,NA,NA,Inf,FALSE
170300010601,0.7821016,0.7964886,0,0,NA,NA,Inf,FALSE
170300010602,0.9424664,1.636821,0,0,NA,NA,Inf,FALSE
170300010605,0.915374,6.857853,0,0,NA,NA,Inf,FALSE
170300030102,0.6454826,2.528782,0,0,NA,NA,Inf,NA
170300010205,0.5857227,8.1969,0,0,NA,NA,Inf,FALSE
170300010301,0.6241122,3.129904,0,0,NA,NA,Inf,FALSE
170300010304,0.691559,6.589558,0,0,NA,NA,Inf,FALSE
171100050603,0.8325614,0.866972,0.42310000000000003,4231,3115,0.7362325691325927,2.049094776648546,TRUE
171100120201,0.4611729,4.66563,9.4944,94944,33776,0.3557465453319852,0.49140861981799794,TRUE
171100040604,0.7471729,0.007909934,0,0,NA,NA,Inf,FALSE
171100040602,0.7446999,1.089018,0,0,NA,NA,Inf,FALSE
171100040603,0.5765983,1.042627,0,0,NA,NA,Inf,FALSE
171100050607,0.7493696,0.525359,0.32930000000000004,3293,2522,0.7658669905860918,1.595381111448527,TRUE
171100070107,0.6079782,28.97598,48.771100000000004,487711,236146,0.4841924828433232,0.5941219287651908,TRUE
171100080204,0.9991219,0.7248806,0.22360000000000002,2236,2059,0.9208407871198568,3.2418631484794274,TRUE
171100110101,0.7541187,5.731152,8.161800000000001,81618,65988,0.8084981254135117,0.7021921634933469,TRUE
171100100401,0.6975735,1.963885,2.4811,24811,21006,0.8466406029583653,0.7915380274878079,TRUE
171100100402,0.5591963,2.239152,2.7182,27182,17634,0.648738135530866,0.8237627841954234,TRUE
171100130203,0.7241162,2.201846,3.9674,39674,9352,0.23572112718657054,0.5549846246912336,TRUE
171100140401,0.4753358,6.728576,5.232,52320,46604,0.8907492354740061,1.2860428134556574,TRUE
171100150112,0.4195697,5.418929,16.0528,160528,32794,0.20428834845011462,0.3375690845210804,TRUE
171100150306,0.8980716,2.839482,19.271800000000002,192718,127522,0.6617025913510933,0.14733870214510317,TRUE
171100200506,0.9941175,1.122077,0.5882000000000001,5882,5882,1,1.9076453587215232,TRUE
171100190603,0.6452196,1.705624,0,0,NA,NA,Inf,FALSE
171100180108,0,0,0,0,NA,NA,NA,NA
170200080201,0.7497054,0.5266036,0,0,NA,NA,Inf,FALSE
170300020101,0.983249,0.2984988,0,0,NA,NA,Inf,FALSE
170300020308,0.4741014,4.624305,0,0,NA,NA,Inf,FALSE
171100190502,0.7036599,0.7513198,0,0,NA,NA,Inf,FALSE
171100150307,0.4648142,17.9552,46.2926,462926,265945,0.574487067047433,0.38786328700483447,TRUE
171100190900,0.9074447,8.794702,3.1755,31755,31571,0.9942056369075736,2.769548732483073,TRUE
171100150308,0.4716745,5.888511,5.8344000000000005,58344,8631,0.14793294940353763,1.0092744755244756,TRUE
171100190304,0.4596073,1.798808,0,0,NA,NA,Inf,FALSE
171100190501,0.7700354,0.0310358,0,0,NA,NA,Inf,FALSE
171100191100,0.6952079,12.91043,16.6375,166375,141766,0.8520871525169046,0.7759837716003005,TRUE
171100191200,0.6555401,3.781234,0.6563,6563,56,0.008532683224135303,5.761441413987506,TRUE
170300020302,0.949339,2.8290130000000002,0,0,NA,NA,Inf,FALSE
170800040104,0.9086733,2.610893,0,0,NA,NA,Inf,FALSE
170300010101,0.72038,2.754091,0,0,NA,NA,Inf,FALSE
171100100201,0.921553,2.231513,1.5272000000000001,15272,14827,0.9708617077003667,1.4611792823467784,TRUE
171100190604,0.8047451,3.622489,0,0,NA,NA,Inf,FALSE
171100150108,0.5135546,0.5638658,4.008,40080,21769,0.5431387225548903,0.14068507984031936,TRUE
171100150109,0.6163915,3.538516,4.463900000000001,44639,28521,0.6389256031721141,0.792696072940702,TRUE
170800040506,0.5287099,11.70563,0,0,0,NA,Inf,NA
170800050103,0.9550222,0.205549,0,0,NA,NA,Inf,FALSE
170800050301,0.4254256,22.10019,0,0,NA,NA,Inf,NA
171100190504,0.9991626,0.01577513,0,0,NA,NA,Inf,FALSE
171001030110,0.875461,6.208195,0,0,NA,NA,Inf,FALSE
171001030202,0.6601307,2.196067,0,0,NA,NA,Inf,FALSE
171001030501,0.4263457,15.04951,0,0,NA,NA,Inf,FALSE
171001040403,0.4137528,11.25494,0,0,NA,NA,Inf,FALSE
171100210202,0.7063145,1.289361,0,0,NA,NA,Inf,FALSE
171001060302,0.4260534,12.96169,0,0,NA,NA,Inf,FALSE
171100120303,0.5597241,1.313778,3.3676000000000004,33676,14218,0.42219978619788573,0.3901229362157025,TRUE
171100090702,0.4583131,26.7586,28.3975,283975,111977,0.3943199225283916,0.942287173166652,TRUE
171100100603,0.5001133,24.52618,24.630000000000003,246300,70985,0.28820544051969144,0.9957848152659358,TRUE
171100110201,0.1153315,19.35106,26.8473,268473,10023,0.037333363131488086,0.720782350552942,TRUE
171100110202,0.3303435,13.20589,13.722000000000001,137220,67407,0.49123305640577175,0.9623881358402564,TRUE
171100190202,0.4520429,1.431079,0,0,NA,NA,Inf,FALSE
171100051007,0.6319228,2.8567,1.2248000000000001,12248,6150,0.5021227955584585,2.3323807968647943,TRUE
171100070103,0.4429422,2.550737,0.079,790,756,0.9569620253164557,32.28781012658228,TRUE
171001010601,0.9564981,1.880431,0,0,0,NA,Inf,NA
171001010501,0.9848977,3.128876,0,0,0,NA,Inf,NA
171001030108,0.385302,11.87703,0,0,NA,NA,Inf,FALSE
171001030109,0.6517543,4.134398,0,0,NA,NA,Inf,FALSE
171001010704,0.7628124,11.73079,0,0,NA,NA,Inf,NA
171001010701,0.9530802,1.619176,0,0,NA,NA,Inf,FALSE
171001010702,0.840717,6.545132,0,0,NA,NA,Inf,FALSE
171001010703,0.8040838,9.836586,0,0,NA,NA,Inf,FALSE
171001020201,0.8805122,2.891458,0,0,NA,NA,Inf,FALSE
171001020202,0.6606059,7.798062,0,0,NA,NA,Inf,FALSE
171001020203,0.9600161,3.020877,0,0,NA,NA,Inf,FALSE
171001030406,0.821641,2.32637,0,0,NA,NA,Inf,FALSE
171001030407,0.7057861,8.986683,0,0,NA,NA,Inf,FALSE
171001020401,0.8697437,2.232105,0,0,NA,NA,Inf,FALSE
171001020402,0.9858595,0.5130333,0,0,NA,NA,Inf,FALSE
171001020403,0.8480107,5.967138,0,0,NA,NA,Inf,FALSE
171001020404,0.9163837,1.104397,0,0,NA,NA,Inf,FALSE
171001020405,0.7184549,6.911228,0,0,NA,NA,Inf,FALSE
